"Data Source","World Development Indicators",

"Last Updated Date","2019-01-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.44209","2.89631","3.733065","","","4.26056","2.743325","2.99708","","2.74847","","","3.07842","2.9019","3.52513","3.16036","3.18944","3.972095","3.74153","3.11291","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.51252","","","3.755325","3.27177","3.3406","3.356265","3.550245","3.353165","3.64204","3.63487","3.97111","4.22437","4.3375","4.24051","4.14873","4.01803","4.5626","4.81831","4.04069","3.95464","","",
"Togo","TGO","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","2.1138","","","","","","","","","6.67914","","5.88208","","","5.39358","","","4.71763","","","","","5.67514","","","","4.41244","","3.98424","4.18572","4.50842","4.18779","4.01732","4.19533","3.62152","3.4069","3.66374","3.69932","3.43782","4.11576","4.4232","4.43707","4.72764","4.68326","4.87636","5.22284","5.06326","","",
"Thailand","THA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","3.06622","3.02915","2.55425","2.14687","2.38088","3.01672","3.21512","","2.84529","2.57454","2.88314","3.27388","3.46387","3.43722","","3.40798","3.11582","2.75342","2.50243","","3.0886","3.04541","","3.40523","3.14498","3.49961","4.5772","4.6257","4.83267","5.25346","4.81786","3.86492","3.72561","4.03089","3.93859","4.05038","3.60314","3.5085","3.86194","3.50844","4.80556","4.53671","4.12402","","","","","",
"Tajikistan","TJK","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.18559","","2.06598","2.04298","","2.52871","2.07659","2.32863","2.37658","2.7758","2.42263","2.77208","3.51215","3.40348","3.41328","3.45983","4.09831","4.00675","3.93511","4.01803","","","5.23215","","","",
"Turkmenistan","TKM","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.04925","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.43181","3.38908","3.24877","","3.34015","3.76492","3.77583","4.10588","3.94719","3.94925","3.57866","","3.78119","3.62732","4.63909","5.325745","4.666795","4.72689","5.03307","5.00464","5.26099","4.9362","4.52064","","",
"Timor-Leste","TLS","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.28043","2.93144","2.44955","1.87033","1.24599","1.39981","2.6888","","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","4.840195","","5.5531","","","","","","","4.312865","","","","","","","4.18531","","","","","","","","","","","","4.466135","","","","","","","","","","",
"Tonga","TON","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","10.34651","","","","","","","","","","","","","","5.59089","5.46092","4.94077","4.53256","3.79232","4.16012","3.90804","","","","","","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","1.85125","","2.00856","","","","1.96841","1.98488","1.939345","1.871825","1.99577","2.06985","2.43543","2.67813","2.64433","","","2.41093","2.56676","","","","","","3.0223","3.05142","2.7524","2.550115","","","3.11435","2.560175","3.23187","2.906915","2.63527","2.74623","2.59078","3.42347","2.8298","2.349955","2.963905","3.069915","2.94602","3.47508","3.36707","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.41745","3.173475","3.43272","3.20832","","3.62152","3.63169","3.740925","","3.60759","4.079705","3.836175","3.92511","4.10118","4.05717","4.3133","4.56147","","","",
"Trinidad and Tobago","TTO","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","3.76808","","5.4574","5.7666","5.87391","5.76775","","","","4.19987","3.65413","","","","3.43181","3.55855","3.24877","3.32521","2.43892","2.75612","2.75565","3.06529","3.54301","3.1366","","","","","","","","","","","","","","","",
"Tunisia","TUN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","5.23516","4.88936","5.28605","5.45763","5.51745","5.53972","5.87949","","","","5.79086","6.02747","5.75489","5.98377","6.17647","6.42976","6.28781","6.67903","","6.27099","6.20198","6.20183","5.79003","6.81673","6.72078","6.45157","6.43859","6.46552","6.27219","6.52848","6.25481","","6.25037","","","6.59857","","","",
"Turkey","TUR","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","4.34774","2.9152","","2.2083","1.75491","2.6476","2.02923","1.73811","1.50957","","","","","","","3.36547","3.42483","2.25111","","","0","2.88664","2.52908","2.65434","2.74894","2.87663","3.0202","","2.75063","","","","","","4.419","4.3641","4.37116","4.29187","","","",
"Tuvalu","TUV","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.55418","","","","","","","3.73083","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.24927","2.13807","","","","","","2.53283","2.45859","2.17591","","","","","","4.65018","4.61078","3.2711","4.0419","4.25245","4.04365","4.62239","","","","3.48143","","","","",
"Uganda","UGA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","3.16105","","3.35023","3.39092","3.22103","2.67659","","","","","","2.51552","1.68909","2.42836","3.43196","","","5.10365","","","","","","","","","","","","2.46167","","","","4.95237","","","","","","2.38901","3.03767","2.48314","2.20876","2.25068","2.77376","2.55882","2.641","",
"Ukraine","UKR","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","4.57293","","","","","","","","","","","","","","","","","","","","","","","","","","","5.45601","4.44884","3.61808","4.16623","4.68049","5.43333","5.60241","5.30832","6.05848","6.20873","6.1512","6.42993","7.31088","","6.16237","6.69233","6.67166","5.87494","","5.01437","","",
"Upper middle income","UMC","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.075965","3.85399","3.70868","3.75037","4.02938","3.91255","4.02576","3.89332","3.870405","4.03014","4.51672","4.185445","4.476395","4.38531","4.12402","4.51816","4.29187","","","",
"Uruguay","URY","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","1.98713","2.15951","","","","2.37339","2.56679","3.10283","","","","","2.47908","2.41153","","2.27172","2.5214","2.86987","","2.24337","","2.42255","2.80096","2.3222","2.06821","2.49954","2.71475","2.88026","","","","","4.35527","","","","","","","",
"United States","USA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.42001","5.2239","5.19486","4.94379","4.98948","","","","",
"Uzbekistan","UZB","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.28354","7.31866","7.07882","6.91097","6.41335","",
"St. Vincent and the Grenadines","VCT","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","4.42911","","","4.46869","","4.87377","","","","","","","4.03336","5.75268","7.91364","","7.80199","8.63782999999999","","6.35081","","5.95477","","5.68978","5.08523","","","","","","5.79986","5.75045","",
"Venezuela, RB","VEN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","3.76232","4.43492","4.28233","5.18075","4.19942","","","4.05865","3.75059","","2.52841","","4.45461","3.94531","5.17318","","","","","","","","","","","","3.66906","3.62732","","6.87467","","","","","","","","","",
"British Virgin Islands","VGB","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.38478","","","","3.54973","4.17223","3.67275","","4.05074","4.44775","","","","","6.31728","","","",
"Virgin Islands (U.S.)","VIR","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.88674","4.8165","5.13722","4.81372","5.53329","5.652","","","","","",
"Vanuatu","VUT","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.38802","","","","7.64082","6.16283","7.00363","8.95115","8.13175","8.44173","","","","","5.78303","5.01295","","","","","4.91083","5.54987","","4.69537","",
"World","WLD","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.18572","3.91046","4.07168","4.01554","4.16717","4.029635","4.13233","4.16759","4.23332","4.40287","4.66983","4.570005","4.48326","4.53671","4.68326","4.722515","4.813975","","","",
"Samoa","WSM","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.01625","3.58293","3.82629","3.84139","","","","","","5.14421","","","","","","","","4.08105","","",
"Kosovo","XKX","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.66163","9.24471","","","","","","","5.15143","","","","","","","","","","",
"South Africa","ZAF","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.16433","5.29059","4.85255","5.12579","5.73735","","5.88602","5.80609","","5.57575","","","5.87523","5.44358","5.15948","5.06622","4.86485","5.06891","5.0632","5.07257","4.97414","4.866","5.24869","5.72174","5.96275","6.37164","6.01354","6.04662","5.95619","5.94059","6.12535","",
"Zambia","ZMB","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","4.38781","6.09535","5.94579","5.48807","4.87801","6.23854","6.02694","5.69251","4.74075","4.15494","4.12671","4.00072","5.15487","5.38802","4.98856","4.14584","3.33899","2.66226","","","","2.74057","2.0916","1.94208","1.79352","1.83853","","","2.11823","1.77495","1.78819","","","","2.46343","1.73553","","1.24076","1.09972","","","","","","","","","","",
"Zimbabwe","ZWE","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","2.31784","2.54418","3.35154","","4.14548","5.7915","7.41926","","11.64476","12.33729","12.28423","12.45426","","22.32221","","44.33398","","","","","","","","","","","","","","","","1.83329","","7.29443","7.40817","7.53068","","","","",
