"Data Source","World Development Indicators",

"Last Updated Date","2019-01-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Fiji","FJI","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","5.19761","","5.82011","","6.48669","","","","","","4.8311","","","","","","","","","5.51262","5.15351","5.85725","5.61714","6.24382","","6.16493","5.12197","5.60714","5.84843","4.25357","4.49848","","4.17306","","3.88289","","","","","",
"France","FRA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","3.42974","3.17421","3.35918","3.23003","4.24204","4.42854","4.42471","4.43521","4.34512","4.28116","4.30769","4.73072","4.85203","4.85234","4.86754","4.85157","4.70795","4.62344","4.54472","4.4564","4.51394","4.8413","4.73539","5.42959","5.62643","5.79073","5.75672","","5.68792","5.67414","","","","5.74671","5.65932","5.51873","5.45718","5.45728","5.45351","5.74618","5.69251","5.5183","5.45642","5.50028","5.51206","5.46424","","","",
"Faroe Islands","FRO","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.40977","6.70818","","","","","","","","","","","","","","","12.4595","","","",
"Gabon","GAB","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.80552","","","","","","3.41966","3.08123","3.82709","","","","","","","","","","3.07808","2.98745","3.0134","3.02972","2.66668","","","","",
"United Kingdom","GBR","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","5.03205","5.15938","5.44861","5.391","6.26878","6.42422","6.06335","","","5.07012","5.28842","5.1887","5.0615","4.89906","4.59409","4.38084","4.37181","4.26831","4.12511","4.05552","4.12248","4.33449","","4.85083","4.83926","4.40784","","4.22992","4.02541","4.07179","4.14389","4.69248","4.84832","4.77278","4.97698","5.02086","4.9534","4.93553","5.13067","5.77046","5.67333","","5.61871","5.69342","5.63148","5.54179","","",
"Georgia","GEO","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.91566","","","","2.10888","2.15513","2.18107","2.1375","2.23501","2.0656","2.9142","2.48431","3.00364","2.69687","2.91956","3.22239","","2.69622","1.98331","","","","3.78477","3.82994","",
"Ghana","GHA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","4.22444","4.6214","","3.80271","4.87654","5.82883","6.09528","","2.31135","2.70777","1.80812","1.90454","","","","3.35448","3.3067","3.18742","","","","","","","","","","","4.11037","","5.35444","","","7.53558","7.42208","5.25983","5.51987","5.75796","5.31744","5.5406","8.14096999999999","7.91914","6.09819","6.15983","5.94171","5.76632","4.5098","",
"Gibraltar","GIB","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.01639","2.00632","2.08844","","","","","","2.36142","2.5934","2.08191","2.59387","2.37102","2.21","1.84906","","","1.58112","2.20725","2.55119","2.28742","1.83371","2.63421","2.42281","2.51714","2.518","2.21296","",
"Gambia, The","GMB","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","4.29515","3.48473","","","2.97409","2.82584","3.78061","1.16984","","","2.55356","2.56628","","","1.56513","1.46587","1.1581","1.44292","1.36338","1.0345","1.13919","1.20949","1.30849","3.52738","3.07235","4.1561","3.92511","4.10118","2.78259","3.29176","","3.08513","","",
"Guinea-Bissau","GNB","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.24617","","","","","","","","","","","1.86082","1.85786","2.00106","2.13249","","","","","",
"Equatorial Guinea","GNQ","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.18798","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","1.5465","1.30246","","1.11262","1.33609","1.46085","1.44825","1.49373","1.6857","","","1.6928","1.68684","1.68868","1.81003","","1.83337","1.83421","1.86894","2.01546","2.04608","1.93433","","","","","","","2.89256","3.02773","3.23019","3.36458","3.42431","3.42934","3.66719","3.96396","","","","","","","","","","","","","",
"Grenada","GRD","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.92674","","","","","","","","","","","","","10.29313","","",
"Greenland","GRL","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","1.85872","2.02554","","","","","1.62729","","","","","","","","","","","","","","","","","1.66575","1.43998","1.6048","1.5637","","","","","","","","","","2.98401","3.03874","3.18455","","2.80306","2.92014","2.95786","2.84226","2.94139","2.95518","2.83281","2.79538","",
"Guam","GUM","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","4.32898","","","","","","","7.08873","","9.37787","","","","8.25347","7.22748","","","","","","","","","","3.72445","3.60934","","","","8.56105999999999","8.48415","8.58888999999999","8.40804999999999","6.96654","5.52623","8.13973","5.08926","3.75228","","3.30274","3.63855","3.59204","3.18242","","0.00585","0.00527","0.00606","0.00625","",
"High income","HIC","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","4.24204","4.548765","4.36872","","4.428645","4.390715","4.3603","","4.85203","","","","4.70795","","","","","","","5.09206","4.72353","4.76492","4.74829","","4.46347","4.56723","4.75969","4.92448","4.87039","4.957805","4.91181","4.89446","4.82055","4.68738","4.8562","5.13067","5.36993","5.050255","5.03337","5.139245","5.219905","5.25271","","","",
"Hong Kong SAR, China","HKG","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","2.36815","2.29561","2.18337","2.36029","2.4492","2.43336","2.21924","2.32255","","2.19214","2.27173","1.66983","2.5786","2.58169","2.55897","","","","","2.46609","","2.8282","","","","2.72831","","","","","3.9037","4.01554","4.2853","4.55896","4.13463","3.84279","3.45455","3.26063","4.39213","3.51003","3.41822","3.50961","3.76032","3.57255","3.26212","3.29265","3.30965","",
"Honduras","HND","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","3.241","3.16882","2.99447","","","","","","","","","","","","","","3.39836","3.57875","","","","","","","","","","","","","","","","","","5.87493","","6.41297","6.30177","5.95605","",
"Heavily indebted poor countries (HIPC)","HPC","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.18965","2.941455","3.2725","3.05538","","3.206635","3.46454","3.41867","","3.539815","4.04365","3.93896","3.92511","4.077355","4.49855","4.08329","4.16607","4.00885","","",
"Croatia","HRV","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.81086","3.86755","3.82086","","","3.97111","4.27013","4.38925","4.24051","4.14873","","4.5626","","","","","",
"Haiti","HTI","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.07399","","","","","","","","","","","","","","","","","","","","","","","","3.15723","2.44959","","",
"Hungary","HUN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.88025","6.08045","5.92045","5.83574","4.8482","4.33465","","4.40289","4.55804","4.85891","4.92448","5.17097","5.7896","5.33039","5.32835","5.30903","5.14728","4.97793","4.96436","4.76895","4.60079","4.17353","4.20373","4.63195","4.57936","","","",
"IBRD only","IBD","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.418045","3.49961","","","4.21629","3.85399","3.77668","3.81086","3.94925","3.563265","3.86001","3.87979","3.68336","4.22437","4.58811","4.2013","4.35527","4.402155","4.446765","","","","","",
"IDA & IBRD total","IBT","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.846595","3.397645","3.58605","3.45414","3.66227","3.523215","3.63079","3.66906","3.68211","3.80517","4.28575","4.00675","3.93011","4.05353","4.24406","4.32113","4.29187","","","",
"IDA total","IDA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.18965","2.97156","3.363695","3.06366","","3.21812","3.517165","","","3.539815","4.04365","3.73339","3.75423","4.01803","3.45451","4.050245","4.17699","4.158945","","",
"IDA blend","IDB","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.48639","","","","3.669685","","","","","","3.81938","3.6879","5.19521","4.94077","4.71485","4.36923","5.272395","","",
"Indonesia","IDN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","2.78821","","","","","","","","","","","","","","","","","0.87141","","","","","0.99855","1.00435","1.07855","1.07208","","","","2.46003","2.64569","3.218","2.74847","2.87282","","3.04425","2.9019","3.52513","2.81228","3.18944","3.40748","3.35904","3.28801","3.5836","","","",
"IDA only","IDX","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.141255","2.941455","3.29467","3.00493","","3.21812","3.52218","3.50328","","3.60759","4.07098","3.73339","3.75423","3.8896","3.43437","3.99302","4.16607","4.060745","","",
"Isle of Man","IMN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.40681","3.62086","4.47509","4.38326","","","3.66227","3.39787","3.23187","3.18745","","","3.31124","3.42347","3.83972","3.8675","3.84467","","","","","",
"Not classified","INX","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","4.48104","4.61138","4.60305","4.68042","","4.29135","5.07924","5.06155","5.2818","5.31585","5.72516","5.38308","5.44003","5.27538","5.24209","5.29487","5.5222","5.01016","4.70739","4.59506","4.77695","4.99964","5.10944","5.18251","4.8658","4.74829","","4.29313","4.14085","4.13662","4.09193","4.10618","4.20553","4.48631","4.52212","4.54547","4.71225","5.44452","6.13522","6.04341","5.82037","5.7511","5.31576","4.88844","3.76971","","","",
"Iran, Islamic Rep.","IRN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","2.77034","2.76672","2.87668","2.69034","2.96557","","5.41626","","","","7.1314","5.80205","4.18053","3.80161","3.46019","3.56991","4.14092","3.6813","3.99721","3.77391","3.74353","3.64046","4.31462","","4.08181","3.53776","","","4.22041","4.03064","4.07168","4.48488","4.36322","4.29663","4.05651","4.28999","4.59681","3.91376","3.84245","3.70918","3.48497","3.16859","3.06795","2.80135","2.79739","3.36576","3.7904","",
"Iraq","IRQ","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","3.85705","","","2.42379","","","","","","","","","3.5515","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iceland","ISL","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.32267","","","5.2189","4.82709","4.85251","5.28605","","6.82398","6.48074","6.50242","6.7871","7.38668","7.31736","7.21466","7.40943","7.37107","7.05265","7.20186","7.30666","7.1741","7.01532","7.82601","7.72499","","7.71106","","","",
"Israel","ISR","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.65233","6.41909","6.1182","6.37935","6.46929","6.35459","5.94582","5.76243","5.76303","5.50995","5.54223","5.49584","5.54446","5.56353","5.69727","5.88778","5.81412","5.88141","","","",
"Italy","ITA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","3.37795","2.90836","","","3.84783","3.7239","3.93249","","3.79287","4.17751","","","","4.50292","4.79037","4.70533","4.6703","","4.60797","","","","","4.74956","4.44798","4.33294","4.45952","","4.46347","4.52336","4.29886","4.66888","4.44711","4.5548","4.39717","4.24942","4.53777","4.11852","4.40287","4.53631","4.35239","4.14407","","4.16472","4.07525","4.08036","","","",
"Jamaica","JAM","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","3.63144","4.24897","5.22879","5.85833","6.02652","","","","","","","","5.3919","4.60398","","3.94086","5.18398","4.77916","4.38307","3.33666","3.21403","4.06419","3.38908","3.67773","4.37954","","","4.98347","5.38103","5.37523","4.25685","3.91255","4.61642","","5.49022","6.19132","6.19848","6.37061","6.26715","6.11454","6.25393","6.02072","5.45581","5.31866","5.26773","",
"Jordan","JOR","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","3.63004","3.29769","2.38743","2.48694","3.55769","3.76348","3.53393","3.6799","3.68117","5.08173","","5.16732","5.08916","4.92796","5.93695","","3.28438","3.29657","4.04757","5.64387","","","","","","","7.47599","6.36451","","4.94417","","","","","","","","","","","","","","","","","3.89621","3.59959","",
"Japan","JPN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","3.6563","4.01131","4.04297","4.04003","4.66899","4.85082","4.84027","4.89441","5.05745","5.06872","5.0644","5.04606","4.82427","","","","5.59652","5.55605","5.36715","","","","3.42904","3.63567","3.46573","","","3.35603","3.4333","3.51617","3.45707","3.46537","3.52369","3.48307","3.36862","3.32909","3.33094","3.31915","","3.6395","3.64258","3.69226","3.66538","3.59059","","3.46746","","",
"Kazakhstan","KAZ","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.03445","3.92371","4.37343","","3.89257","3.25662","","3.0297","","2.25591","2.26353","2.62678","2.83139","2.58946","3.06072","","","","","","2.78858","2.9781","","",
"Kenya","KEN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","3.92982","4.47634","4.65052","5.06551","5.60612","5.7441","5.13632","","","5.38788","5.92373","5.67812","5.4383","4.58096","5.19977","6.01379","","6.60055","6.03572","","6.57067","6.0759","6.02915","5.92402","","","","","5.32324","5.18673","5.20621","6.172","6.49427","6.79693","7.33565","7.04984","","","","5.50822","5.33529","5.50884","5.41977","5.28021","5.27134","5.36267","5.23898","",
"Kyrgyz Republic","KGZ","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.58819","6.15643","4.90261","","4.91963","4.08522","3.50837","3.85419","4.44547","4.47541","4.62243","4.87384","5.54986","6.467","5.91319","6.23268","5.81883","6.79062","7.38423","6.7802","5.5316","5.98551","6.58615","7.20773","",
"Cambodia","KHM","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.25907","","1.65599","1.72222","1.71121","","1.71982","","","1.5993","","1.66568","1.53379","1.51069","1.5609","2.05054","1.90939","","","","",
"Kiribati","KIR","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","4.79313","4.26643","","","3.13511","","","","","","","","","","","","","","","","","","","","","","","","","10.87101","11.18587","11.98812","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","4.15011","","2.77332","","2.28612","","2.09996","2.43142","","","2.69492","","","4.22196","3.46419","4.7537","4.39821","3.90393","3.8237","4.00563","3.85992","4.11155","4.28887","","","","","","","","2.77853","","","",
"Korea, Rep.","KOR","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","3.41624","3.7443","3.22672","2.68693","","2.09691","2.76596","2.43792","","3.03602","3.48097","2.91896","6.37732","4.35188","4.04316","4.02712","3.67684","3.41615","2.78401","3.1054","3.08245","3.5419","3.63384","3.75788","3.07141","2.9906","","","3.44995","3.45444","","3.89743","3.79262","4.13241","4.11529","3.90137","3.96743","3.95229","4.46395","4.66983","","4.86413","5.09636","5.24758","5.26613","5.25271","","","",
"Kuwait","KWT","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","3.28734","2.81575","3.30369","3.5216","2.13554","3.11508","3.36867","4.08185","3.42856","2.79102","2.71914","3.03351","5.09027","5.14888","5.00762","5.40084","","","","","","14.19883","","","","5.85954","5.58251","","","","6.586","6.5505","","5.53515","4.73825","3.76001","","","","","","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.38908","","","3.645865","3.80062","3.94893","4.24573","4.072585","4.25685","","","4.26625","3.84301","4.868595","5.46355","4.82616","4.96643","4.96304","5.00464","5.26099","4.74959","4.316505","","",
"Lao PDR","LAO","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.33457","","","","2.42975","2.1302","","","1.50369","1.99028","2.82522","","2.413","2.41409","2.95879","3.07842","2.27855","1.65485","1.70979","1.70802","1.82147","3.23381","2.93781","","","","",
"Lebanon","LBN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.75642","1.93126","2.22463","2.08467","","","","","2.84148","2.55271","","2.66674","2.67227","2.80863","2.60987","2.00732","1.76185","1.61433","1.64639","2.15629","2.47977","","","","","",
"Liberia","LBR","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","6.99484","","6.25906","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.16142","","","","2.75756","2.71968","3.59106","4.11078","4.00885","3.82627","",
"Libya","LBY","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.26417","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","5.55635","","","","4.87623","","","","","","","","7.77024","","","","6.57731","6.47482","","6.84897","","4.23625","4.10427","5.06049","5.2521","","4.68918","3.43973","3.86493","3.86032","3.59013","4.3121","4.33621","4.37418","5.71024","","",
"Latin America & Caribbean","LCN","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.451175","3.38908","","","3.35272","3.80062","3.86238","4.17346","4.01734","3.956355","3.745605","","3.89332","3.84301","4.82007","5.46355","4.82616","4.72689","5.03307","5.220625","5.261165","4.9362","4.52064","","",
"Least developed countries: UN classification","LDC","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.13107","2.88869","3.24134","2.978135","","3.14897","3.38577","","","3.4826","3.12493","3.506955","3.04491","2.87204","3.0856","3.614235","","","","",
"Low income","LIC","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.141255","2.97156","3.29467","","","3.38617","","","","3.66293","4.09831","3.63172","3.84262","4.03578","3.45451","3.83346","3.95607","3.99469","","",
"Liechtenstein","LIE","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.46014","2.43333","","2.05381","1.92119","2.04837","","","2.55604","","","","","","","",
"Sri Lanka","LKA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","3.3164","","2.74455","","","","2.56743","2.70417","2.44221","2.5585","2.39061","2.16526","2.57614","2.80542","2.64433","2.82636","2.75516","2.41093","2.91558","","","3.10853","2.9576","3.3436","","3.05142","","","","","","","","","","","2.0559","1.71774","1.80861","1.49617","1.62107","1.93288","2.22875","3.47508","2.80739","",
"Lower middle income","LMC","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.10235","3.26766","","3.24284","3.81513","3.205755","3.20486","3.74724","","4.051045","3.968795","4.518845","3.86913","3.8675","4.286835","4.33036","","","","",
"Low & middle income","LMY","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.846595","3.28692","3.58605","3.346045","3.66227","3.50804","3.63124","3.743585","3.654715","3.80517","4.253895","3.93896","3.89854","4.03578","4.06197","4.24286","4.17699","","","",
"Lesotho","LSO","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","4.64155","4.52651","4.86656","4.23424","","","","","","","","","10.09694","6.42841","7.08858","","","7.21664","6.20228","","","","8.57703","7.02543","8.64096999999999","","11.36401","","12.49935","10.09155","9.36505","10.10045","13.21957","11.10901","12.07966","11.27128","","11.38968","","","","","","","","","","6.36088",
"Late-demographic dividend","LTE","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.76471","3.794295","","4.11234","4.14085","3.85399","3.89809","4.093695","4.21137","4.07935","3.93859","3.86626","4.441725","4.70663","4.78419","4.896305","4.60903","4.62482","4.94011","4.91107","4.73216","","","",
"Lithuania","LTU","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.76492","4.84372","5.44955","6.11601","","","5.84038","5.79253","5.10851","5.16916","4.87319","4.82055","4.59055","4.83454","5.57741","5.29903","5.12027","4.76683","4.61284","4.48818","4.21805","","","",
"Luxembourg","LUX","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","2.22194","2.75784","2.64748","2.71659","","3.30647","3.49155","3.56803","4.19158","4.25287","4.39702","4.52836","5.09598","3.20664","","","3.66077","3.944","3.87763","3.74053","","","","","","3.53449","3.33611","","","","","3.5558","","","","","","","","","","","4.09041","","3.99439","3.91548","","","",
"Latvia","LVA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.26216","5.51469","5.80067","5.53982","5.28829","5.45489","5.60876","5.06729","4.85505","","4.71155","4.65622","5.40538","5.57353","5.08098","4.937","6.59439","6.98544","5.28294","5.33721","","","",
"Macao SAR, China","MAC","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.37757","3.36598","3.34087","2.73402","2.862","2.79764","2.24564","2.29065","2.20639","2.05452","2.20792","2.54647","2.6295","2.68519","3.33736","2.04986","2.03206","2.9817","3.0831","","",
"St. Martin (French part)","MAF","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","4.67169","4.27549","5.21271","6.02712","6.08425","6.20183","6.31548","5.10486","5.68926","6.12268","6.17467","5.19013","5.10217","5.25928","5.16214","4.57782","4.75733","4.51049","4.30316","","4.82497","","4.73481","","","5.11554","5.14016","","","","","","","","","5.34215","5.26064","","","","","","","","","",
"Monaco","MCO","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.90297","0.97968","","","0.93072","","","1.08534","1.10291","1.23599","1.23107","1.21392","1.27357","","","","1.26193","","","","","1.35432","1.31735","1.58989","1.78004","1.3344","1.02195","","1.37102","","",
"Moldova","MDA","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.89659999999999","","","4.66255","4.48639","4.84691","5.49791","5.4249","6.77109","7.16273","7.49893","8.29343","8.23733","9.50976","9.11211","8.55969999999999","8.34896","","7.46451","","6.6613","","",
"Madagascar","MDG","Government expenditure on education, total (% of GDP)","SE.XPD.TOTL.GD.ZS","","","","","","","","","","","","","3.21737","2.71115","2.67376","2.51668","3.25501","5.05395","","3.97033","4.32025","3.81278","3.15062","2.65448","2.92933","2.75618","","","","","","","","2.14018","","","","1.84964","1.87065","2.76755","2.91135","3.25033","2.71621","3.03949","3.2643","3.84817","3.28253","3.36988","2.91041","3.17751","","2.78112","2.73217","2.08231","2.79384","2.56821","","","",
